skus,name,description,category,images
I-8800;I-8820;I-8827;I-8830;I-8860,Elvex Combination Helmet,"This helmet combines a proven Bullard 6-point suspension helmet with cap-mounted. NRR rated 27 db ear muffs, and a nylon, mesh visor. Note: The visor is FACE PROTECTION and not rated for eye protection. To be properly protected, you will need to wear safety glasses when using this product. Orange in color.
<table>
<tr><th>SKU</th><th>Description</th></tr>
<tr><td>I-8800</td><td>Complete set</td></tr>
<tr><td>I-8820</td><td>Replacement ear muff NRR 24 db</td></tr>
<tr><td>I-8827</td><td>Replacement ear muff NRR 27 db</td></tr>
<tr><td>I-8830</td><td>Replacement visor</td></tr>
<tr><td>I-8860</td><td>Replacement visor bracket</td></tr>
</table>",Personal Safety|Eye Protection|Head Protection|Hearing Protection,https://images.blairsae.com/products/personal-safety/elvex-combination-helmet_1.jpg
I-3000R-ORANGE;I-3000R-WHITE;I-3000R-YELLOW;I-303R-ORANGE;I-303R-WHITE;I-303R-YELLOW;I-3611;I-3612;I-8820;I-8830;I-8860;I-SHMST,Bullard Full Brim and Cap Style,"The full brim provides more coverage, more shade and makes an outstanding waterproof rain hat. The 6-point ratchet suspension gives good support and is easily adjustable. Meets or exceeds ANSI Z89.1-2003, Type I, Class E;G. The most popular is this cap with 6-point, ratcheting adjustable suspension and slots on the sides for accessories such as muffs and visors. Meets or exceeds ANSI Z89.1-2003, Type I, Class E; G.
<table>
<tr><th>SKU</th><th>Description</th></tr>
<tr><td>I-3000R-ORANGE</td><td>Cap Style</td></tr>
<tr><td>I-3000R-WHITE</td><td>Cap Style</td></tr>
<tr><td>I-3000R-YELLOW</td><td>Cap Style</td></tr>
<tr><td>I-303R-ORANGE</td><td>Full Brim</td></tr>
<tr><td>I-303R-WHITE</td><td>Full Brim</td></tr>
<tr><td>I-303R-YELLOW</td><td>Full Brim</td></tr>
<tr><td>I-3611</td><td>Replacement Ratchet</td></tr>
<tr><td>I-3612</td><td>Elastic Chin Strap</td></tr>
<tr><td>I-SHMST</td><td>Terri Band Inserts</td></tr>
<tr><td>I-8820</td><td>Ear Muffs</td></tr>
<tr><td>I-8830</td><td>Visor</td></tr>
<tr><td>I-8860</td><td>Visor Bracket</td></tr>
</table>",Personal Safety|Head Protection,https://images.blairsae.com/products/personal-safety/bullard-full-brim-and-cap-style_1.jpg|https://images.blairsae.com/products/personal-safety/bullard-full-brim-and-cap-style_2.jpg|https://images.blairsae.com/products/personal-safety/bullard-full-brim-and-cap-style_3.jpg|https://images.blairsae.com/products/personal-safety/bullard-full-brim-and-cap-style_4.jpg
I-201;I-201B,Ear Plugs,Elvex blue ear plugs. NRR rating is 29 dB. Sold by the pair or by the box of 200.,Personal Safety|Hearing Protection,https://images.blairsae.com/products/personal-safety/ear-plugs_1.jpg
F-81H2,H-2 Hobbs Lowering Device,"Completely self-contained, the ""Hobbs"" is tough enough to lift and strong enough to lower. Other brands require swapping out the winch component for a fixed bollard when ""catching"" pieces. Well, sometimes you have to raise, lower, raise and lower in order to put a piece where you want it. The H-2 does all of this and more. Redesigned and rated for 3/4-inch double braided esterlon (20,000 pbs*). Three mounting options to fit the job: Preservation, Dogged-in, and Cut-in. Recommended SWL is 1,000, 2000, 3000 respectively. 58 lbs. of solid muscle, the H-2 ships complete with mounting strap (65-inches maximum diameter and winch bar. Questions? Please call us.
<p>*published breaking strength.</p>",Rigging and Tree Removal Equipment|Lowering Devices,https://images.blairsae.com/products/rigging-and-tree-removal-equipment/h-2-hobbs-lowering-device_1.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/h-2-hobbs-lowering-device_2.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/h-2-hobbs-lowering-device_3.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/h-2-hobbs-lowering-device_4.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/h-2-hobbs-lowering-device_5.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/h-2-hobbs-lowering-device_6.jpg
F-4231;F-4127,Replacement Winch Bar and Mounting Strap,"Winch Bar Replacement is made special for our lowering devices. Straight tip ensures that it will pass through both holes in the nose.
<p>Mounting strap is 17' x 4"".</p>
<table>
<tr><th>SKU</th><th>Description</th></tr>
<tr><td>F-4231</td><td>winch bar</td></tr>
<tr><td>F-4127</td><td>strap</td></tr>
</table>",Rigging and Tree Removal Equipment|Lowering Devices,https://images.blairsae.com/products/rigging-and-tree-removal-equipment/replacement-winch-bar-and-mounting-strap_1.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/replacement-winch-bar-and-mounting-strap_2.jpg
F-3038;F-3038-01;F-3038-02;F-3058;F-3058-01;F-3058-02;H-1938-30;H-1958-60,Fiddle Block Sets,"<p>F-3038 - Complete Set: Wichard 3/8 Fiddle blocks. 4:1 mechanical advantage. Hold fast cam. Set includes: pair of blocks, 30 feet of 3/8-inch eye-spliced double braid. Individual components may be ordered separately. Wishard rated at 1320 lbs. functional limit. For the longest working life expectancy, we would recommend no more than 500-600 lbs. These are small, lightweight blocks.</p>
<table>
<tr><th>SKU</th><th>Description</th></tr>
<tr><td>F-3038</td><td>Complete Set</td></tr>
<tr><td>F-3038-01</td><td>Fiddle Block</td></tr>
<tr><td>F-3038-02</td><td>Fiddle Block w/ Becket and CAM 3/8</td></tr>
<tr><td>H-1638-30</td><td>Eye Spliced 3/8"" Double Braid Rope</td></tr>
</table>
<p>F-3058 - Complete Set: Wichard 9/16 Fiddle blocks. 4:1 mechanical advantage. Hold fast cam. Set includes: pair of blocks, 60 feet of 9/16-inch eye-spliced double braid. Individual components may be ordered separately. Wishard rated at 3970 lbs. functional limit. For the longest working life expectancy, we would recommend no more than 1000 lbs. These are small, lightweight blocks.</p>
<table>
<tr><th>SKU</th><th>Description</th></tr>
<tr><td>F-3058</td><td>Complete Set</td></tr>
<tr><td>F-3058-01</td><td>Fiddle Block 9/16 - 5/8</td></tr>
<tr><td>F-3058-02</td><td>Fiddle Block w/ Becket and CAM 9/16 - 5/8</td></tr>
<tr><td>H-1658-60</td><td>Eye Spliced 9/16"" Double Braid Rope</td></tr>
</table>",Rigging and Tree Removal Equipment|Playing With Blocks (and tackle),https://images.blairsae.com/products/rigging-and-tree-removal-equipment/fiddle-block-sets_1.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/fiddle-block-sets_2.jpg
F-4001-15;F-4001-18;F-4001-20;F-4034-10;F-4034-12;F-4034-15;F-4058-08;F-4058-10;F-4058-12;F-4078-12;F-4078-15;F-4078-18;F-4096-08;F-4096-10,Deadeye Rigging Rope Slings,"DEADEYE rigging slings are most commonly used to lash Hobbs blocks and other rigging hardware into place in a tree. Hand-spliced in Yale Cordage's rigging loft from the same outstanding Double Esterlon that we recommend for lowering lines. The eye has a 3"" chafing sleeve to reduce wear on the eye itself.
<table>
<tr><th>SKU</th><th>Size/Color</th><th>Knotted Safe Working Load 5:1 Design Factor</th></tr>
<tr><td>F-4096-08</td><td>9/16"" X 8' YELLOW</td><td>2,200</td></tr>
<tr><td>F-4096-10</td><td>9/16"" X 10' YELLOW</td><td>2,200</td></tr>
<tr><td>F-4058-08</td><td>5/8"" X 8' ORANGE</td><td>2,800</td></tr>
<tr><td>F-4058-10</td><td>5/8"" X 10' ORANGE</td><td>2,800</td></tr>
<tr><td>F-4058-12</td><td>5/8"" X 12' ORANGE</td><td>2,800</td></tr>
<tr><td>F-4034-10</td><td>3/4"" X 10' BLUE</td><td>3,300</td></tr>
<tr><td>F-4034-12</td><td>3/4"" X 12' BLUE</td><td>3,300</td></tr>
<tr><td>F-4034-15</td><td>3/4"" X 15' BLUE</td><td>3,300</td></tr>
<tr><td>F-4078-12</td><td>7/8"" X 12' RED</td><td>4,900</td></tr>
<tr><td>F-4078-15</td><td>7/8"" X 15' RED</td><td>4,900</td></tr>
<tr><td>F-4078-18</td><td>7/8"" X 18' RED</td><td>4,900</td></tr>
<tr><td>F-4001-15</td><td>1"" X 15' GREEN</td><td>7,000</td></tr>
<tr><td>F-4001-18</td><td>1"" X 18' GREEN</td><td>7,000</td></tr>
<tr><td>F-4001-20</td><td>1"" X 20' GREEN</td><td>7,000</td></tr>
</table>","Rigging and Tree Removal Equipment|Playing With Blocks (and tackle)|Rigging Slings: Spliced ""Dead-eye"" rope slings",https://images.blairsae.com/products/rigging-and-tree-removal-equipment/deadeye-rigging-rope-slings_1.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/deadeye-rigging-rope-slings_2.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/deadeye-rigging-rope-slings_3.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/deadeye-rigging-rope-slings_4.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/deadeye-rigging-rope-slings_5.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/deadeye-rigging-rope-slings_6.jpg
F-1800,Rigging Plate,"An essential component in an advanced Speed Line operation, the Rigging Plate creates a platform to hang the traveling block, haul back line and rigging slings from efficiently and in the proper alignment. A key feature to the Rigging Plate is it's weight of at least 8 pounds. What many people unfamiliar with Speed Line rigging don't understand is that weight in the traveling block is essential to performance. The weight helps to prevent the Load Line and Haul Back line from getting crossed and jammed. The weight also ensures that the haul back line will haul back. If there's no weight in the traveling block, it won't come down unless it's under load and that isn't always possible or desirable. The holes along the bottom permit the attachment of several rigging slings. Handy when working in closely branched pine trees. Attach the Haul Back line to the 5/8-inch shackle provided. The F-RP104 pulley is ideal for Speed Lines up to 5/8-inch, and it works even better with 9/16-inch. Remember at all times, a major advantage of technical rigging is that you can maintain control in an efficient manner. The time you save should be invested in taking smaller pieces.",Rigging and Tree Removal Equipment|Rigging Plate,https://images.blairsae.com/products/rigging-and-tree-removal-equipment/rigging-plate_1.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/rigging-plate_2.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/rigging-plate_3.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/rigging-plate_4.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/rigging-plate_5.jpg
F-1303;F-1304;F-1306;F-1403;F-1404;F-1406;F-1500;F-1503;F-1504;F-1505;F-1506,"Flat Eye, Twist Eye, Endless, 1"" Webbing","Bashin. Orange. Single ply. Lightweight, flexible. Good for light duty rigging. Eyes average 6-8 inches long. 1/2 twist lay flat when hitched to a ring or fitting.
Ratings: Basket-4,000 lb. Vertical-2,000 lb. Choker-1,850 lb.
F-14__ 1/2 twist 03', 04', 06'.
F-13__ flat eye 03', 04', 06'. F-15__ endless 03', 04', 05', 06'.
F-1500-28 body strap
The 28"" ""body strap"" is ideal for many climbing applications including re-direct rigging, and putting a ""handle"" on a limb.","Rigging and Tree Removal Equipment|Rigging Slings: Nylon Webbing, Round Slings|Rigging Slings: Spliced ""Dead-eye"" rope slings",https://images.blairsae.com/products/rigging-and-tree-removal-equipment/flat-eye-twist-eye-endless-1-webbing_1.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/flat-eye-twist-eye-endless-1-webbing_2.jpg
F-RP103;F-RP104;F-RP105;F-RP106;F-RP107;F-RP108;F-RP110;F-RP116;F-RP117;F-RP130;F-RP131;F-RP146,CMI Pulley,"<table>
<tr><th>SKU</th><th>Rope</th><th>BS/BR</th><th>MBS (lbs)</th><th>SHEAVE</th><th>SIDE PLATES</th><th>AXLE</th></tr> <tr><td>F-RP110</td><td>1/2""</td><td>BS</td><td>7000</td><td>ALUM</td><td>ALUM</td><td>STAINLESS STEEL</td></tr>
<tr><td>F-RP116</td><td>1/2""</td><td>BR</td><td>7500</td><td>ALUM</td><td>STEEL</td><td>STEEL</td></tr>
<tr><td>F-RP117</td><td>1/2""</td><td>BR</td><td>8000/td><td>ALUM</td><td>STEAL</td><td>STAINLESS STEEL</td></tr>
<tr><td>F-RP103</td><td>5/8""</td><td>BR</td><td>6000</td><td>ALUM</td><td>ALUM</td><td>STAINLESS STEEL</td></tr>
<tr><td>F-RP104</td><td>5/8""</td><td>BR</td><td>8500</td><td>ALUM</td><td>STEEL</td><td>STAINLESS STEEL</td></tr>
<tr><td>F-RP105</td><td>5/8""</td><td>BS</td><td>16000</td><td>3"" ALUM</td><td>STEEL</td><td>STAINLESS STEEL</td></tr>
<tr><td>F-RP106</td><td>5/8""</td><td>BR</td><td>16000</td><td>3"" ALUM</td><td>STEEL</td><td>STAINLESS STEEL</td></tr>
<tr><td>F-RP107</td><td>5/8""</td><td>BS</td><td>16000</td><td>4"" ALUM</td><td>STEEL</td><td>STAINLESS STEEL</td></tr>
<tr><td>F-RP108</td><td>5/8""</td><td>BR</td><td>16000</td><td>4"" ALUM</td><td>STEEL</td><td>STAINLESS STEEL</td></tr>
<tr><td>F-RP130</td><td>5/8""</td><td>BS</td><td>28000</td><td>ALUM</td><td>STEEL</td><td>STAINLESS STEEL</td></tr>
<tr><td>F-RP131</td><td>3/4""</td><td>BS</td><td>40000</td><td>ALUM</td><td>ALUM</td><td>ZINC PLATED STEEL</td></tr>
<tr><td>F-RP146</td><td>1""</td><td>BS</td><td>68000</td><td>ALUM</td><td>ALUM</td><td>STAINLESS STEEL</td></td>
</table>","Rigging and Tree Removal Equipment|Rigging Slings: Spliced ""Dead-eye"" rope slings",https://images.blairsae.com/products/rigging-and-tree-removal-equipment/cmi-pulley_1.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/cmi-pulley_2.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/cmi-pulley_3.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/cmi-pulley_4.jpg|https://images.blairsae.com/products/rigging-and-tree-removal-equipment/cmi-pulley_5.jpg
F-1410;F-1412;F-1434;F-1458,Whoopie Sling - Adjustable Rope Slings,"Whoopie slings feature an adjustable loop with a fixed eye at one end. Designed for use as an adjustable choker sling. Chafing sleeves in the load-bearing eye and the body of the sling help protect against abrasion. Fabricated in Yales rigging loft from YALEX, single braid polyester. Coated with urethane to extend the working life.
<table>
<tr><th>SKU</th><th>Size</th><th>Adj. Length</th><th>Choker Rating</th></tr> <tr><td>F-1412</td><td>1/2""</td><td>27""--60""</td><td>1760 lbs.</td></tr>
<tr><td>F-1458</td><td>5/8""</td><td>32""--72""</td><td>2562 lbs.</td></tr>
<tr><td>F-1434</td><td>3/4""</td><td>38""--96""</td><td>3379 lbs.</td></tr>
<tr><td>F-1410</td><td>1""</td><td>51""--108""</td><td>15136 lbs.</td></tr>
</table>","Rigging and Tree Removal Equipment|Rigging Slings: Spliced ""Dead-eye"" rope slings",https://images.blairsae.com/products/rigging-and-tree-removal-equipment/whoopie-sling-adjustable-rope-slings_1.jpg
F-1712;F-1734;F-1738;F-1755;F-1758,Screw Pin Anchor Shackle,"AKA clevis. Shackles make a strong, secure and inexpensive connecting link between slings and pulleys and many other fittings. No rope should ever be ""run"" through a shackle ""under load"" because the tight bend ration can reduce rope strength by as much as 50%. Increased friction can also lead to heat fusion failure which is a technical way of saying the rope can get so hot it could melt through and fail with potentially catastrophic results. That said, shackles and screw links are quite often a much better alternative to carabiners in certain rigging applications where strength is more important than repetitive opening and closing. If you can set it and forget it for extended periods of time, a shackle or screw link might be the most best choice. <table>
<tr><th>SKU</th><th>Size</th><th>5:1 swl TONS</th></tr> <tr><td>F-1755</td><td>1""</td><td>8 1/2</td></tr>
<tr><td>F-1734</td><td>3/4""</td><td>4 3/4</td></tr>
<tr><td>F-1758</td><td>5/8""</td><td>3 1/4""</td></tr>
<tr><td>F-1712</td><td>1/2""</td><td>2</td></tr>
<tr><td>F-1738</td><td>3/8""</td><td>1</td></tr>
</table>",Rigging and Tree Removal Equipment|Screw Pin Anchor Shackles,https://images.blairsae.com/products/rigging-and-tree-removal-equipment/screw-pin-anchor-schackle_1.jpg
D-1922-120;D-1922-1200;D-1922-150;D-1922-600;D-1936-120;D-1936-150;D-1936-600;D-1943-120;D-1943-150;D-1943-600;D-3221-120;D-3221-150;D-3252-120;D-3252-150;D-3252-600;D-3290-120;D-3290-150,New England Climbing Ropes,"New England Rope manufacturers their quality 16 strand and 11 mm climbing rope in New England. It is woven with first class fiber. Designed and tested in some of the worlds most harsh conditions. Their climbing lines stay firm and round, resist glazing, have excellent abrasion resistance, and are easy to knot.
<table>
<tr><th>SKU</th><th>120'</th><th>150'</th><th>600'</th><th>SIZE</th><th>NAME/COLOR</th><th>lb. test</th></tr> <tr><td>D-1922</td><td>YES</td><td>YES</td><td>YES</td><td>16 str./ 1/2""</td><td>SAFETY BLUE/white</td><td>7000</td></tr>
<tr><td>D-1943</td><td>YES</td><td>YES</td><td>YES</td><td>16 str./ 1/2""</td><td>HI-VEE/orange,white</td><td>7000</td></tr>
<tr><td>D-3252</td><td>YES</td><td>YES</td><td>X</td><td>16 str./ 1/2""</td><td>ULTRA-VEE/lime gr,white</td><td>7000</td></tr>
<tr><td>D-3290</td><td>YES</td><td>YES</td><td>X</td><td>12 str./ 1/2""</td><td>SAFETY PRO-12/white</td><td>7400</td></tr>
<tr><td>D-3221</td><td>YES</td><td>YES</td><td>X</td><td>11mm/ 7/16""</td><td>FLY/red</td><td>6000</td></tr>
<tr><td>D-1936</td><td>YES</td><td>YES</td><td>YES</td><td>3 str./ 1/2""</td><td>SAFETY BLUE 3 STR/white</td><td>6500</td></tr> </table>",Ropes|Climbing Line|16-strand climbing line|Arborist Tree Climbing Gear|Gear and rope bags|Rope Bags|Tree Climbing Rope|Tree rope,https://images.blairsae.com/products/ropes/new-england-climbing-ropes_1.jpg|https://images.blairsae.com/products/ropes/new-england-climbing-ropes_2.jpg|https://images.blairsae.com/products/ropes/new-england-climbing-ropes_3.jpg
D-1918-120;D-1918-150;D-1918-600;D-1920-120;D-1920-150;D-1920-600;D-1941-120;D-1941-150;D-1941-600;D-VELO120;D-VELO150,Samson Climbing Rope,"<strong>Arbor-Plex</strong>--A light weight high-strength 12-strand climbing line. Tough polyester jacket fibers surround polyolefin center fibers to maximize resistance to wear and fiber fusing.
<strong>Blue Streak</strong>--World-class champion climbers and professionals at ArborMaster worked closely with samson engineers to develop the ultimate climbing line. With you life and livelihood on the line, you can rely on this rope to perform smoothly.
<strong>True-Blue</strong>--This 12 strand premium climbing line has low stretch and high strength. It stays firm, round, and flexible with use and requires no milking.
<strong>Velocity</strong>--Velocity is the lightest climbing line in the 7/16"" (11mm) size. Velocity has excellent knot-holding ability, works well with hardware, and is great for footlocking.
<table>
<tr><th>SKU</th><th>120'</th><th>150'</th><th>600'</th><th>SIZE</th><th>NAME/COLOR</th><th>lb. test</th></tr> <tr><td>D-1920</td><td>YES</td><td>YES</td><td>YES</td><td>16 str./ 1/2""</td><td>BLUE STREAK/blue,white</td><td>8100</td></tr>
<tr><td>D-1918</td><td>YES</td><td>YES</td><td>YES</td><td>12 str./ 1/2""</td><td>ARBOR-PLEX/white,green</td><td>6000</td></tr>
<tr><td>D-1941</td><td>YES</td><td>YES</td><td>YES</td><td>12 str./ 1/2""</td><td>TRUE-BLUE/blue</td><td>7300</td></tr>
<tr><td>D-VELO</td><td>YES</td><td>YES</td><td>X</td><td>7/16, 11mm</td><td>VELOCITY/orange,red,white</td><td>7400</td></tr>
</table>",Ropes|Climbing Line|16-strand climbing line|Arborist Tree Climbing Gear|Tree Climbing Rope|Tree rope|Yale climbing line,https://images.blairsae.com/products/ropes/samson-climbing-rope_1.jpg|https://images.blairsae.com/products/ropes/samson-climbing-rope_2.jpg
G-BR12-150;G-BR12-200;G-BR12-600;G-BR916-150;G-BR916-200;G-BR916-600;G-BR58-150;G-BR58-200;G-BR58-600;G-BR34-150;G-BR34-200;G-BR34-600;G-BR78-150;G-BR78-200;G-BR78-600,All Gear Husky Lowering Rope,"Double Braided Composite Bull Rope. This rope provides the best in abrasion resistance, break strength and energy absorption. The ""Husky Line"" has a polyester jacket and a nylon core to exceed the break strength of double braid polyester. Premium husky costing is applied to provide excellent to abrasion.
<table>
<tr><th>SKU</th><th>Length</th><th>Size</th><th>Name</th><th>Color</th><th>lbs Test</th></tr>
<tr><td>G-BR12-*</td><td>150' | 200' | 600'</td><td>1/2""</td><td>HUSKY .5</td><td>blue, green tracer</td><td>9,500</td></tr>
<tr><td>G-BR916-*</td><td>150' | 200' | 600'</td><td>9/16""</td><td>HUSKY I</td><td>yellow, green tracer</td><td>14,000</td></tr>
<tr><td>G-BR58-*</td><td>150' | 200' | 600'</td><td>5/8""</td><td>HUSKY II</td><td>red, green tracer</td><td>18,000</td></tr>
<tr><td>G-BR34-*</td><td>150' | 200' | 600'</td><td>3/4""</td><td>HUSKY III</td><td>orange, green tracer</td>23,000<td></td></tr>
<tr><td>G-BR78-*</td><td>150' | 200' | 600'</td><td>7/8""</td><td>HUKSY IV</td><td>green, green tracer</td>32,000<td></td></tr>
</table>",Ropes|Lowering Line|Rigging and Tree Removal Equipment|Rope Bags,https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_1.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_2.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_3.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_4.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_5.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_6.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_7.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_8.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_9.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_10.jpg|https://images.blairsae.com/products/ropes/all-gear-husky-lowering-rope_11.jpg
G-9049-150;G-9049-600;G-9050-150;G-9050-600;G-9051-150;G-9051-600;G-9052-150;G-9052-600,New England Rigging Rope,"Multiline II is a 3-strand composite rope. Spun polyester improves grip and knot holding even when wet. Cores of fibrillated polyolefin keep strands firm and round, enhancing knot holding and hand. Easy to spice. Consistently supple feel over the service life of the rope. Great for natural crotch rigging. Applications: arborist bull rope, hoisting rope, handlines and general purpose.
<table>
<tr><th>SKU</th><th>150'</th><th>200'</th><th>600'</th><th>SIZE</th><th>NAME/COLOR</th><th>lb. test</th></tr> <tr><td>G-9049</td><td>YES</td><td>X</td><td>YES</td><td>3 str./ 5/8""</td><td>MULTI/white,orange trace</td><td>9800</td></tr>
<tr><td>G-9050</td><td>YES</td><td>X</td><td>YES</td><td>3 str./ 3/4""</td><td>MULTI/white,orange trace</td><td>13,300</td></tr>
<tr><td>G-9051</td><td>YES</td><td>X</td><td>YES</td><td>3 str./ 7/8""</td><td>MULTI/white,orange trace</td><td>15,200</td></tr>
<tr><td>D-9052</td><td>YES</td><td>X</td><td>YES</td><td>3 str./ 1""</td><td>MULTI/white,orange trace</td><td>19,100</td></tr>
</table>",Ropes|Lowering Line|Rigging and Tree Removal Equipment|Service Lines: 3-Strand,https://images.blairsae.com/products/ropes/new-england-rigging-rope_1.jpg
E-1820;E-1821;E-1822,Synthetic Rope Thimbles,"For use with all types of synthetic ropes. Injection molded from tough, wear-resistant polyallomer material. Good abrasive wear. Ideal for use with lanyards, hand lines, mooring lines.
E-1820--round--1/2 rope
E-1821--pear--1/2 rope
E-1822--pear--5/8 rope","Ropes|Lowering Line|Snaps, Rings, Thimbles and Things|Rope Thimbles|Rope Tools|Service Lines: 3-Strand|Arborist Tree Climbing Gear|Tree Climbing Rope|Tree Climbing System Components",https://images.blairsae.com/products/ropes/synthetic-rope-thimbles_1.jpg
H-1027SET;H-1027HEAD;H-505-06,Big Shot Launching System,"Basically a giant slingshot, the Big Shot has become a very popular throwline installation system. THIS IS A TOOL NOT A TOY! Enough energy is released in practiced hands to launch a shot pouch at least 100 vertical feet and almost 100 yards horizontally! Sold as a set with the Big Shot head, and (2) sectional 4 ft. poles. The surgical rubber tubing will dry and crack and break, so be sure to inspect before and after each use and replace as needed. Works best with 8-9 feet of pole.",Ropes|Throw Line: Shot Pouches,https://images.blairsae.com/products/ropes/big-shot-launching-system_1.jpg|https://images.blairsae.com/products/ropes/big-shot-launching-system_2.jpg|https://images.blairsae.com/products/ropes/big-shot-launching-system_3.jpg
H-2008;H-2012;H-2016;H-2018;H-2020,Throw Balls: Shot Pouches,"Cordura pouch, lead shot filling, ergonomic design. High performance.
<table>
<tr><th>SKU</th><th>Weight</th><th>Color</td></tr> <tr><td>H-2008</td><td>8 oz</td><td>Blue</td></tr>
<tr><td>H-2012</td><td>12 oz</td><td>Pink</td></tr>
<tr><td>H-2016</td><td>16 oz</td><td>Orange</td></tr>
<tr><td>H-2018</td><td>18 oz</td><td>Yellow</td></tr>
<tr><td>H-2020</td><td>20 oz</td><td>Red</td></tr>
</table>",Ropes|Throw Line: Shot Pouches,https://images.blairsae.com/products/ropes/throw-balls-shot-pouches_1.jpg
H-1820-200;H-1900-150;H-1901-150;H-1902-1000;H-1902-180;H-1903-1000;H-1903-180;H-3070-150;H-3070-3000,Throwlines,"<strong>Samson Amsteel</strong>---8 strand braided rope utilizing parallay design with our proprietary blue samthane coating with dyneema SK-75 fiber. This rope yields the maximum in strength-to-weight ratio and is stronger than wire rope constructions.
<strong>Samson Zing-it</strong>---Made from dyneema fiber, this twine offers extremely high strength. Samthane urethane coating allows the line to glide over rough bark while providing excellent abrasion resistance. The exceptional low stretch allows greater control.
<strong>Lime line</strong>---
<strong>Beal Accessory cord</strong>---Special braided core, strong, low stretch and good knotability.
<strong>Target Line</strong>---All Gear's polyethylene throw line is made to be extremely slick and has a striped pattern and is braided firmly to avoid snagging and abrasion.
<table>
<tr><th>SKU</th><th>Name</th><th>Size</th><th>Length</th><th>Tensile/lbs</th><th>COLOR</th></tr> <tr><td>H-1901-150</td><td>Amsteel</td><td>2.5mm</td><td>150'</td><td>1500</td><td>orange</td></tr>
<tr><td>H-1902-180</td><td>Zing-it</td><td>1.75mm</td><td>180'</td><td>400</td><td>yellow</td></tr>
<tr><td>H-1902-1000</td><td>Zing-it</td><td>1.75mm</td><td>1000'</td><td>400</td><td>yellow</td></tr>
<tr><td>H-1903-180</td><td>Zing-it</td><td>2.2mm</td><td>180'</td><td>580</td><td>yellow</td></tr>
<tr><td>H-1903-1000</td><td>Zing-it</td><td>2.2mm</td><td>1000'</td><td>580</td><td>yellow</td></tr>
<tr><td>H-3070-150</td><td>Lime Line</td><td>2.5mm</td><td>150""</td><td>350</td><td>lime green</td></tr>
<tr><td>H-3070-1000</td><td>Lime LIne</td><td>2.5mm</td><td>3000'</td><td>350</td><td>lime green</td></tr>
<tr><td>H-1900-150</td><td>Beal</td><td>3mm</td><td>150'</td><td>350</td><td>various</td></tr>
<tr><td>H-1820-200</td><td>Target line</td><td>1/8""</td><td>200'</td><td>250</td><td>orange/yellow</td></tr>
</table>",Ropes|Throw Line: Shot Pouches,https://images.blairsae.com/products/ropes/throwlines_1.jpg|https://images.blairsae.com/products/ropes/throwlines_2.jpg|https://images.blairsae.com/products/ropes/throwlines_3.jpg|https://images.blairsae.com/products/ropes/throwlines_4.jpg|https://images.blairsae.com/products/ropes/throwlines_5.jpg|https://images.blairsae.com/products/ropes/throwlines_6.jpg
